Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","1998","1998","LCU","21509","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","1999","1999","LCU","28097","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2000","2000","LCU","27993","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2001","2001","LCU","40640","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2002","2002","LCU","51010","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2003","2003","LCU","49050","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2004","2004","LCU","58410","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2005","2005","LCU","60330","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2006","2006","LCU","69926","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2007","2007","LCU","57183","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2008","2008","LCU","62789","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2009","2009","LCU","26900","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2010","2010","LCU","36450","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2011","2011","LCU","39130","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2012","2012","LCU","40510","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2013","2013","LCU","42130","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","242","Groundnuts, with shell","1991","1991","SLC","6280","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","242","Groundnuts, with shell","1992","1992","SLC","6843","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","242","Groundnuts, with shell","1993","1993","SLC","15210","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","242","Groundnuts, with shell","1994","1994","SLC","13500","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","242","Groundnuts, with shell","1995","1995","SLC","20067","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","242","Groundnuts, with shell","1996","1996","SLC","24125","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","242","Groundnuts, with shell","1997","1997","SLC","17797","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","242","Groundnuts, with shell","1998","1998","SLC","21509","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","242","Groundnuts, with shell","1999","1999","SLC","28097","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","242","Groundnuts, with shell","2000","2000","SLC","27993","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","242","Groundnuts, with shell","2001","2001","SLC","40640","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","242","Groundnuts, with shell","2002","2002","SLC","51010","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","242","Groundnuts, with shell","2003","2003","SLC","49050","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","242","Groundnuts, with shell","2004","2004","SLC","58410","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","242","Groundnuts, with shell","2005","2005","SLC","60330","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","242","Groundnuts, with shell","2006","2006","SLC","69926","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","242","Groundnuts, with shell","2007","2007","SLC","57183","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","242","Groundnuts, with shell","2008","2008","SLC","62789","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","242","Groundnuts, with shell","2009","2009","SLC","26900","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","242","Groundnuts, with shell","2010","2010","SLC","36450","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","242","Groundnuts, with shell","2011","2011","SLC","39130","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","242","Groundnuts, with shell","2012","2012","SLC","40510","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","242","Groundnuts, with shell","2013","2013","SLC","42130","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","1991","1991","USD","633.7","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","1992","1992","USD","395.6","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","1993","1993","USD","689.3","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","1994","1994","USD","394.9","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","1995","1995","USD","297.8","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","1996","1996","USD","274.6","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","1997","1997","USD","203.9","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","1998","1998","USD","268.5","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","1999","1999","USD","304.3","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2000","2000","USD","275.3","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2001","2001","USD","365.4","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2002","2002","USD","423","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2003","2003","USD","379.6","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2004","2004","USD","439.5","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2005","2005","USD","459.6","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2006","2006","USD","543.5","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2007","2007","USD","454.5","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2008","2008","USD","529.7","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2009","2009","USD","180.7","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2010","2010","USD","242.5","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2011","2011","USD","254.3","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2012","2012","USD","257.2","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2013","2013","USD","267.8","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","263","Karite nuts (sheanuts)","2010","2010","LCU","77750","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","263","Karite nuts (sheanuts)","2011","2011","LCU","78580","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","263","Karite nuts (sheanuts)","2012","2012","LCU","80150","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","263","Karite nuts (sheanuts)","2013","2013","LCU","81580","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","263","Karite nuts (sheanuts)","2010","2010","SLC","77750","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","263","Karite nuts (sheanuts)","2011","2011","SLC","78580","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","263","Karite nuts (sheanuts)","2012","2012","SLC","80150","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","263","Karite nuts (sheanuts)","2013","2013","SLC","81580","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","263","Karite nuts (sheanuts)","2010","2010","USD","517.3","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","263","Karite nuts (sheanuts)","2011","2011","USD","510.7","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","263","Karite nuts (sheanuts)","2012","2012","USD","508.9","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","263","Karite nuts (sheanuts)","2013","2013","USD","518.6","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","224","Kola nuts","2010","2010","LCU","136690","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","224","Kola nuts","2011","2011","LCU","150180","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","224","Kola nuts","2012","2012","LCU","158950","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","224","Kola nuts","2013","2013","LCU","153180","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","224","Kola nuts","2010","2010","SLC","136690","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","224","Kola nuts","2011","2011","SLC","150180","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","224","Kola nuts","2012","2012","SLC","158950","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","224","Kola nuts","2013","2013","SLC","153180","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","224","Kola nuts","2010","2010","USD","909.5","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","224","Kola nuts","2011","2011","USD","976.1","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","224","Kola nuts","2012","2012","USD","1009.2","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","224","Kola nuts","2013","2013","USD","973.7","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","56","Maize","1991","1991","LCU","3318","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","56","Maize","1992","1992","LCU","5514","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","56","Maize","1993","1993","LCU","7460","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","56","Maize","1994","1994","LCU","5580","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","56","Maize","1995","1995","LCU","14480","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","56","Maize","1996","1996","LCU","17560","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","56","Maize","1997","1997","LCU","23250","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","56","Maize","1998","1998","LCU","26290","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","56","Maize","1999","1999","LCU","19190","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","56","Maize","2001","2001","LCU","37970","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","56","Maize","2002","2002","LCU","46180","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","56","Maize","2003","2003","LCU","38020","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","56","Maize","2004","2004","LCU","44580","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","56","Maize","2005","2005","LCU","62670","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","56","Maize","2006","2006","LCU","56394","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","56","Maize","2007","2007","LCU","52796","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","56","Maize","2008","2008","LCU","82452","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","56","Maize","2009","2009","LCU","25300","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","56","Maize","2010","2010","LCU","50050","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","56","Maize","2011","2011","LCU","52730","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","56","Maize","2012","2012","LCU","54970","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","56","Maize","2013","2013","LCU","55730","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","56","Maize","1991","1991","SLC","3318","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","56","Maize","1992","1992","SLC","5514","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","56","Maize","1993","1993","SLC","7460","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","56","Maize","1994","1994","SLC","5580","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","56","Maize","1995","1995","SLC","14480","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","56","Maize","1996","1996","SLC","17560","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","56","Maize","1997","1997","SLC","23250","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","56","Maize","1998","1998","SLC","26290","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","56","Maize","1999","1999","SLC","19190","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","56","Maize","2001","2001","SLC","37970","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","56","Maize","2002","2002","SLC","46180","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","56","Maize","2003","2003","SLC","38020","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","56","Maize","2004","2004","SLC","44580","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","56","Maize","2005","2005","SLC","62670","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","56","Maize","2006","2006","SLC","56394","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","56","Maize","2007","2007","SLC","52796","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","56","Maize","2008","2008","SLC","82452","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","56","Maize","2009","2009","SLC","25300","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","56","Maize","2010","2010","SLC","50050","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","56","Maize","2011","2011","SLC","52730","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","56","Maize","2012","2012","SLC","54970","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","56","Maize","2013","2013","SLC","55730","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","56","Maize","1991","1991","USD","334.8","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","56","Maize","1992","1992","USD","318.8","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","56","Maize","1993","1993","USD","338.1","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","56","Maize","1994","1994","USD","163.2","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","56","Maize","1995","1995","USD","214.9","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","56","Maize","1996","1996","USD","199.9","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","56","Maize","1997","1997","USD","266.4","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","56","Maize","1998","1998","USD","328.2","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","56","Maize","1999","1999","USD","207.8","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","56","Maize","2001","2001","USD","341.4","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","56","Maize","2002","2002","USD","383","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","56","Maize","2003","2003","USD","294.2","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","56","Maize","2004","2004","USD","335.5","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","56","Maize","2005","2005","USD","477.4","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","56","Maize","2006","2006","USD","438.3","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","56","Maize","2007","2007","USD","419.7","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","56","Maize","2008","2008","USD","695.5","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","56","Maize","2009","2009","USD","169.9","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","56","Maize","2010","2010","USD","333","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","56","Maize","2011","2011","USD","342.7","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","56","Maize","2012","2012","USD","349","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","56","Maize","2013","2013","USD","354.3","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","571","Mangoes, mangosteens, guavas","2010","2010","LCU","26000","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","571","Mangoes, mangosteens, guavas","2011","2011","LCU","26890","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","571","Mangoes, mangosteens, guavas","2012","2012","LCU","28890","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","571","Mangoes, mangosteens, guavas","2013","2013","LCU","31290","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","571","Mangoes, mangosteens, guavas","2010","2010","SLC","26000","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","571","Mangoes, mangosteens, guavas","2011","2011","SLC","26890","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","571","Mangoes, mangosteens, guavas","2012","2012","SLC","28890","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","571","Mangoes, mangosteens, guavas","2013","2013","SLC","31290","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","571","Mangoes, mangosteens, guavas","2010","2010","USD","173","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","571","Mangoes, mangosteens, guavas","2011","2011","USD","174.8","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","571","Mangoes, mangosteens, guavas","2012","2012","USD","183.4","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5532","Producer Price (USD/tonne)","571","Mangoes, mangosteens, guavas","2013","2013","USD","198.9","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","945","Meat live weight, cattle","1991","1991","LCU","13458","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","945","Meat live weight, cattle","1992","1992","LCU","18663","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","945","Meat live weight, cattle","1993","1993","LCU","36405","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","945","Meat live weight, cattle","1994","1994","LCU","33500","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","945","Meat live weight, cattle","1995","1995","LCU","61850","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","945","Meat live weight, cattle","1996","1996","LCU","71415","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","945","Meat live weight, cattle","1997","1997","LCU","75820","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","945","Meat live weight, cattle","1998","1998","LCU","74650","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","945","Meat live weight, cattle","2000","2000","LCU","74084","Ce","Calculated data based on estimated data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","945","Meat live weight, cattle","2001","2001","LCU","113445","Fc","Calculated data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","945","Meat live weight, cattle","2002","2002","LCU","144950","Fc","Calculated data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","945","Meat live weight, cattle","2003","2003","LCU","153195","Fc","Calculated data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","945","Meat live weight, cattle","2004","2004","LCU","178955","Fc","Calculated data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","945","Meat live weight, cattle","2005","2005","LCU","187915","Fc","Calculated data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","945","Meat live weight, cattle","2006","2006","LCU","216288","Fc","Calculated data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","945","Meat live weight, cattle","2007","2007","LCU","230966","Fc","Calculated data"
"PP","Producer Prices - Annual","159","Nigeria","5530","Producer Price (LCU/tonne)","945","Meat live weight, cattle","2008","2008","LCU","293013","Fc","Calculated data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","945","Meat live weight, cattle","1991","1991","SLC","13458","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","945","Meat live weight, cattle","1992","1992","SLC","18663","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","945","Meat live weight, cattle","1993","1993","SLC","36405","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","945","Meat live weight, cattle","1994","1994","SLC","33500","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","945","Meat live weight, cattle","1995","1995","SLC","61850","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","945","Meat live weight, cattle","1996","1996","SLC","71415","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","945","Meat live weight, cattle","1997","1997","SLC","75820","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","945","Meat live weight, cattle","1998","1998","SLC","74650","","Official data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","945","Meat live weight, cattle","2000","2000","SLC","74084","Ce","Calculated data based on estimated data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","945","Meat live weight, cattle","2001","2001","SLC","113445","Fc","Calculated data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","945","Meat live weight, cattle","2002","2002","SLC","144950","Fc","Calculated data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","945","Meat live weight, cattle","2003","2003","SLC","153195","Fc","Calculated data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","945","Meat live weight, cattle","2004","2004","SLC","178955","Fc","Calculated data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","945","Meat live weight, cattle","2005","2005","SLC","187915","Fc","Calculated data"
"PP","Producer Prices - Annual","159","Nigeria","5531","Producer Price (SLC/tonne)","945","Meat live weight, cattle","2006","2006","SLC","216288","Fc","Calculated data"
